,Reactant,Charge R,Multiplicity R,Product,Charge P,Multiplicity P,X,R1,R2,R3,R4,R5,Potential,canonSMILES
1783,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC)C=C1,1,2,O,C,[H],[H],C1=CC=CC=C1,C#N,2.36198821,COCC(C#N)(c1ccccc1)c1ccccc1
1786,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,[H],C1=CC=CC=C1,C#N,2.36424664,COCOC(OC)C(C#N)(c1ccccc1)c1ccccc1
1787,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(Br)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,C(OC)(=O),C#N,C#N,2.36435548,COC(=O)c1ccc(C(C#N)(C#N)C(Br)Oc2ccccc2)cc1
1790,[N+](=O)([O-])C1=CC=C(C(C#N)(C#N)C(C#N)OC2=CC=CC=C2)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C#N)C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,[N+](=O)([O-]),C#N,C#N,2.36680438,N#CC(Oc1ccccc1)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1
1791,C(OC)(=O)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(OC)(=O),[H],[H],2.3679472,COC(=O)c1ccc(CC(OC)c2ccccc2)cc1
1792,C(OC)(=O)C1=CC=C(C(C)(C)C(Br)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(Br)OC)C=C1,1,2,O,C,Br,C(OC)(=O),C,C,2.37055936,COC(=O)c1ccc(C(C)(C)C(Br)OC)cc1
1793,[N+](=O)([O-])C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,[N+](=O)([O-]),[H],C1=CC=CC=C1,2.37085867,COCOC(C)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1794,CCC1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OCOC)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C#N)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,CC,C1=CC=CC=C1,C#N,2.37110356,CCc1ccc(C(C#N)(c2ccccc2)C(C#N)OCOC)cc1
1795,C(OC)(=O)C1=CC=C(C([H])(C)C([H])OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C([H])OC)C=C1,1,2,O,C,[H],C(OC)(=O),[H],C,2.37115798,COCC(C)c1ccc(C(=O)OC)cc1
1796,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(#N),[H],C1=CC=CC=C1,2.37145729,COCOC(Br)C(c1ccccc1)c1ccc(C#N)cc1
1797,[N+](=O)([O-])C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[N+](=O)([O-]),C,[H],2.37183823,COC(c1ccccc1)C(C)c1ccc([N+](=O)[O-])cc1
1798,[N+](=O)([O-])C1=CC=C(C(C#N)(C#N)C(Br)OC2=CC=CC=C2)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C#N)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,[N+](=O)([O-]),C#N,C#N,2.37265453,N#CC(C#N)(c1ccc([N+](=O)[O-])cc1)C(Br)Oc1ccccc1
1800,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C#N)OC)C=C1,1,2,O,C,C#N,[N+](=O)([O-]),C1=CC=CC=C1,C1=CC=CC=C1,2.3736612999999998,COC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1801,[H]C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,[H],C,C,2.37406945,COCOC(Br)C(C)(C)c1ccccc1
1802,CCC1=CC=C(C([H])(C#N)C(Br)OC)C=C1,0,1,CCC1=CC=C(C([H])(C#N)C(Br)OC)C=C1,1,2,O,C,Br,CC,[H],C#N,2.37472249,CCc1ccc(C(C#N)C(Br)OC)cc1
1804,[H]C1=CC=C(C(C)([H])C(C#N)OC)C=C1,0,1,[H]C1=CC=C(C(C)([H])C(C#N)OC)C=C1,1,2,O,C,C#N,[H],C,[H],2.37728023,COC(C#N)C(C)c1ccccc1
1806,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C([H])OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C([H])OCOC)C=C1,1,2,O,COC,[H],[N+](=O)([O-]),C1=CC=CC=C1,[H],2.37779722,COCOCC(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1807,C(OC)(=O)C1=CC=C(C([H])(C)C([H])OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C([H])OCOC)C=C1,1,2,O,COC,[H],C(OC)(=O),[H],C,2.37970192,COCOCC(C)c1ccc(C(=O)OC)cc1
1808,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(C#N)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,C(OC)(=O),C#N,C#N,2.37972913,COC(=O)c1ccc(C(C#N)(C#N)C(C#N)Oc2ccccc2)cc1
1810,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C([H])OCOC)C=C1,1,2,O,COC,[H],[H],C#N,C1=CC=CC=C1,2.38062706,COCOCC(C#N)(c1ccccc1)c1ccccc1
1811,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,C(OC)(=O),C1=CC=CC=C1,[H],2.38525276,COCOC(C#N)C(c1ccccc1)c1ccc(C(=O)OC)cc1
1812,C(#N)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),[H],[H],2.38623232,COCOC(Cc1ccc(C#N)cc1)c1ccccc1
1813,C(OC)(=O)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,C(OC)(=O),C,C1=CC=CC=C1,2.38642279,COCOC(C#N)C(C)(c1ccccc1)c1ccc(C(=O)OC)cc1
1814,C(OC)(=O)C1=CC=C(C([H])([H])C([H])OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C([H])OC)C=C1,1,2,O,C,[H],C(OC)(=O),[H],[H],2.38666768,COCCc1ccc(C(=O)OC)cc1
1815,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,C(OC)(=O),C#N,C1=CC=CC=C1,2.38683094,COCOC(C)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1
1816,C(#N)C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),[H],C,2.38751119,COCOC(c1ccccc1)C(C)c1ccc(C#N)cc1
1823,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC)C=C1,1,2,O,C,C#N,C(OC)(=O),C1=CC=CC=C1,[H],2.39308924,COC(=O)c1ccc(C(c2ccccc2)C(C#N)OC)cc1
1824,[N+](=O)([O-])C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),[H],C,2.39423206,COCOC(c1ccccc1)C(C)c1ccc([N+](=O)[O-])cc1
1825,[H]C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,[H]C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,[H],[H],[H],2.39439532,COCOC(Br)Cc1ccccc1
1826,[H]C1=CC=C(C(C)(C)C(Br)OC)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(Br)OC)C=C1,1,2,O,C,Br,[H],C,C,2.39575582,COC(Br)C(C)(C)c1ccccc1
1828,C(OC)(=O)C1=CC=C(C(C)(C)C(OC)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(OC)(=O),C,C,2.40010942,COCOC(OC)C(C)(C)c1ccc(C(=O)OC)cc1
1829,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[N+](=O)([O-]),[H],[H],2.40046315,COC(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1
1830,C(#N)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,C(#N),C,C1=CC=CC=C1,2.40081688,COCOC(C#N)C(C)(c1ccccc1)c1ccc(C#N)cc1
1831,C(#N)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(#N),[H],[H],2.40190528,COC(Cc1ccc(C#N)cc1)c1ccccc1
1833,C(OC)(=O)C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(OC)(=O),C,C,2.40315694,COCOC(Br)C(C)(C)c1ccc(C(=O)OC)cc1
1835,C(#N)C1=CC=C(C([H])([H])C(C)OC)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(C)OC)C=C1,1,2,O,C,C,C(#N),[H],[H],2.40465349,COC(C)Cc1ccc(C#N)cc1
1836,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,[H],C#N,C1=CC=CC=C1,2.40506164,COCOC(C)C(C#N)(c1ccccc1)c1ccccc1
1838,C(OC)(=O)C1=CC=C(C(C)([H])C(C)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)([H])C(C)OCOC)C=C1,1,2,O,COC,C,C(OC)(=O),C,[H],2.40669424,COCOC(C)C(C)c1ccc(C(=O)OC)cc1
1839,C(#N)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,C(#N),C,C1=CC=CC=C1,2.40691192,COC(C#N)C(C)(c1ccccc1)c1ccc(C#N)cc1
1840,C(OC)(=O)C1=CC=C(C([H])(C)C(Br)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(OC)(=O),[H],C,2.4093063999999997,COCOC(Br)C(C)c1ccc(C(=O)OC)cc1
1841,[N+](=O)([O-])C1=CC=C(C(C)(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),C,C,2.40976897,COCOC(c1ccccc1)C(C)(C)c1ccc([N+](=O)[O-])cc1
1842,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,CC,C#N,C#N,2.41180972,CCc1ccc(C(C#N)(C#N)C(OCOC)c2ccccc2)cc1
1844,CCC1=CC=C(C(C)(C#N)C(C#N)OC)C=C1,0,1,CCC1=CC=C(C(C)(C#N)C(C#N)OC)C=C1,1,2,O,C,C#N,CC,C,C#N,2.41521097,CCc1ccc(C(C)(C#N)C(C#N)OC)cc1
1848,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(Br)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(Br)OC)C=C1,1,2,O,C,Br,[N+](=O)([O-]),C,C1=CC=CC=C1,2.41708846,COC(Br)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1849,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC)C=C1,1,2,O,C,C,C(OC)(=O),C1=CC=CC=C1,C#N,2.41779592,COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C)OC)cc1
1850,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OC)C=C1,1,2,O,C,Br,C(OC)(=O),C#N,C1=CC=CC=C1,2.41850338,COC(=O)c1ccc(C(C#N)(c2ccccc2)C(Br)OC)cc1
1851,CCC1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,CC,C#N,C,2.41872106,CCc1ccc(C(C)(C#N)C(Br)OCOC)cc1
1852,C(OC)(=O)C1=CC=C(C(C)(C)C(C)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(C)OC)C=C1,1,2,O,C,C,C(OC)(=O),C,C,2.41959178,COC(=O)c1ccc(C(C)(C)C(C)OC)cc1
1853,[H]C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,[H]C1=CC=C(C([H])(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[H],[H],C#N,2.42438074,COC(c1ccccc1)C(C#N)c1ccccc1
1856,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C(Br)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,[N+](=O)([O-]),C1=CC=CC=C1,[H],2.42802688,COCOC(Br)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1857,CCC1=CC=C(C(C)(C#N)C(C#N)OCOC)C=C1,0,1,CCC1=CC=C(C(C)(C#N)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,CC,C,C#N,2.42854387,CCc1ccc(C(C)(C#N)C(C#N)OCOC)cc1
1861,[H]C1=CC=C(C([H])(C)C(C#N)OCOC)C=C1,0,1,[H]C1=CC=C(C([H])(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[H],[H],C,2.42995879,COCOC(C#N)C(C)c1ccccc1
1862,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C#N)C(Br)OC)C=C1,1,2,O,C,Br,[H],C1=CC=CC=C1,C#N,2.43047578,COC(Br)C(C#N)(c1ccccc1)c1ccccc1
1863,C(#N)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC)C=C1,1,2,O,C,C#N,C(#N),C1=CC=CC=C1,[H],2.43099277,COC(C#N)C(c1ccccc1)c1ccc(C#N)cc1
1866,C(#N)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),C,C#N,2.43281584,COCOC(c1ccccc1)C(C)(C#N)c1ccc(C#N)cc1
1870,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),C1=CC=CC=C1,C#N,2.43654361,COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1871,C(OC)(=O)C1=CC=C(C([H])([H])C(OC)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C(OC)OCOC)C=C1,1,2,O,COC,OC,C(OC)(=O),[H],[H],2.43667966,COCOC(Cc1ccc(C(=O)OC)cc1)OC
1872,[N+](=O)([O-])C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),C#N,C,2.43689734,COCOC(c1ccccc1)C(C)(C#N)c1ccc([N+](=O)[O-])cc1
1873,C(OC)(=O)C1=CC=C(C([H])([H])C(C)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C(C)OCOC)C=C1,1,2,O,COC,C,C(OC)(=O),[H],[H],2.43893809,COCOC(C)Cc1ccc(C(=O)OC)cc1
1874,[H]C1=CC=C(C(C#N)(C)C(C)OC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C)C(C)OC)C=C1,1,2,O,C,C,[H],C#N,C,2.43969997,COC(C)C(C)(C#N)c1ccccc1
1875,C(#N)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),C#N,[H],2.43997207,COCOC(c1ccccc1)C(C#N)c1ccc(C#N)cc1
1877,[H]C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[H],C#N,[H],2.44310122,COCOC(c1ccccc1)C(C#N)c1ccccc1
1879,C(OC)(=O)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(OC)(=O),C,C#N,2.44644805,COC(=O)c1ccc(C(C)(C#N)C(OC)c2ccccc2)cc1
1880,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,C(OC)(=O),C1=CC=CC=C1,C#N,2.4465841,COC(=O)c1ccc(C(C#N)(c2ccccc2)C(OC)c2ccccc2)cc1
1881,C(#N)C1=CC=C(C(C)(C)C([H])OC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C([H])OC)C=C1,1,2,O,C,[H],C(#N),C,C,2.44669294,COCC(C)(C)c1ccc(C#N)cc1
1882,[N+](=O)([O-])C1=CC=C(C(C)(C)C([H])OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C)C([H])OC)C=C1,1,2,O,C,[H],[N+](=O)([O-]),C,C,2.44701946,COCC(C)(C)c1ccc([N+](=O)[O-])cc1
1884,[H]C1=CC=C(C(C)(C)C(C#N)OCOC)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,[H],C,C,2.44840717,COCOC(C#N)C(C)(C)c1ccccc1
1886,C(#N)C1=CC=C(C(C)(C)C(C)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C(C)OCOC)C=C1,1,2,O,COC,C,C(#N),C,C,2.44900579,COCOC(C)C(C)(C)c1ccc(C#N)cc1
1888,C(#N)C1=CC=C(C(C)(C)C(Br)OC)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C(Br)OC)C=C1,1,2,O,C,Br,C(#N),C,C,2.4506656,COC(Br)C(C)(C)c1ccc(C#N)cc1
1889,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.45183563,COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1890,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,C(#N),C1=CC=CC=C1,C#N,2.45371312,COC(OC)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1891,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OCOC)C=C1,1,2,O,COC,OC,C(OC)(=O),[H],C,2.45401243,COCOC(OC)C(C)c1ccc(C(=O)OC)cc1
1894,CCC1=CC=C(C(C#N)([H])C(C#N)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,CC,C#N,[H],2.45646133,CCc1ccc(C(C#N)C(C#N)OCOC)cc1
1895,C(OC)(=O)C1=CC=C(C([H])([H])C(OC)OC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C(OC)OC)C=C1,1,2,O,C,OC,C(OC)(=O),[H],[H],2.45711437,COC(=O)c1ccc(CC(OC)OC)cc1
1896,CCC1=CC=C(C(C#N)([H])C(C#N)OC)C=C1,0,1,CCC1=CC=C(C(C#N)([H])C(C#N)OC)C=C1,1,2,O,C,C#N,CC,C#N,[H],2.45776741,CCc1ccc(C(C#N)C(C#N)OC)cc1
1898,[N+](=O)([O-])C1=CC=C(C([H])(C)C(Br)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,[N+](=O)([O-]),[H],C,2.45822998,COCOC(Br)C(C)c1ccc([N+](=O)[O-])cc1
1901,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.46171286,COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1904,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OCOC)C=C1,0,1,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,C(#N),[H],C1=CC=CC=C1,2.46315499,COCOC(C#N)C(c1ccccc1)c1ccc(C#N)cc1
1906,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,[N+](=O)([O-]),C,C1=CC=CC=C1,2.46554947,COC(C#N)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1908,[H]C1=CC=C(C(C)(C)C(C#N)OC)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(C#N)OC)C=C1,1,2,O,C,C#N,[H],C,C,2.47126357,COC(C#N)C(C)(C)c1ccccc1
1910,C(OC)(=O)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,C(OC)(=O),[H],[H],2.47229755,COCOC(Br)Cc1ccc(C(=O)OC)cc1
1911,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[N+](=O)([O-]),[H],[H],2.47398457,COCOC(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1
1912,[N+](=O)([O-])C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,[N+](=O)([O-]),[H],[H],2.47477366,COCOC(Br)Cc1ccc([N+](=O)[O-])cc1
1913,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OCOC)C=C1,0,1,[H]C1=CC=C(C(C#N)(C2=CC=CC=C2)C(Br)OCOC)C=C1,1,2,O,COC,Br,[H],C#N,C1=CC=CC=C1,2.47512739,COCOC(Br)C(C#N)(c1ccccc1)c1ccccc1
1914,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,1,2,O,C,C,C(#N),C#N,C1=CC=CC=C1,2.47621579,COC(C)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1915,CCC1=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,CC,C#N,C#N,2.47684162,CCc1ccc(C(C#N)(C#N)C(OC)OCOC)cc1
